Symbol,Name,LastSale,MarketCap,Sector,industry
MRVL,Marvell Technology Group Ltd.,23.8,$11.69B,Technology,Semiconductors
MASI,Masimo Corporation,87.92,$4.54B,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MTCH,"Match Group, Inc.",30.91,$8.44B,Technology,"Computer Software: Programming, Data Processing"
MTLS,Materialise NV,14.49,$685.75M,Technology,Computer Software: Prepackaged Software
MPAC,Matlin & Partners Acquisition Corporation,9.72,$394.88M,Finance,Business Services
MPACU,Matlin & Partners Acquisition Corporation,10.17,n/a,Finance,Business Services
MPACW,Matlin & Partners Acquisition Corporation,0.38,n/a,Finance,Business Services
MTRX,Matrix Service Company,17.225,$460.74M,Basic Industries,Engineering & Construction
MAT,"Mattel, Inc.",18.51,$6.36B,Consumer Non-Durables,Recreational Products/Toys
MATR,Mattersight Corporation,2.8,$91.65M,Technology,EDP Services
MATW,Matthews International Corporation,54,$1.74B,Capital Goods,Metal Fabrications
MXIM,"Maxim Integrated Products, Inc.",53.84,$15.16B,Technology,Semiconductors
MXWL,"Maxwell Technologies, Inc.",5.52,$204.66M,Miscellaneous,Industrial Machinery/Components
MZOR,Mazor Robotics Ltd.,62.07,$1.6B,Health Care,Medical/Dental Instruments
MBFI,MB Financial Inc.,43.73,$3.67B,Finance,Major Banks
MBFIP,MB Financial Inc.,25.3672,$101.47M,Finance,Major Banks
MCFT,"MCBC Holdings, Inc.",22.49,$420.08M,Capital Goods,Marine Transportation
MGRC,McGrath RentCorp,47.35,$1.14B,Technology,Diversified Commercial Services
MDCA,MDC Partners Inc.,11.3,$564.27M,Technology,Advertising
MFIN,Medallion Financial Corp.,2.68,$65.06M,Finance,Finance: Consumer Services
MFINL,Medallion Financial Corp.,24.5,n/a,Finance,Finance: Consumer Services
MTBC,"Medical Transcription Billing, Corp.",2.61,$30.09M,Technology,Computer Software: Prepackaged Software
MTBCP,"Medical Transcription Billing, Corp.",25.4,$23.6M,Technology,Computer Software: Prepackaged Software
MNOV,"MediciNova, Inc.",7.11,$256.68M,Health Care,Major Pharmaceuticals
MDSO,"Medidata Solutions, Inc.",70.15,$4.1B,Technology,Computer Software: Prepackaged Software
MDGS,Medigus Ltd.,1.68,$5.08M,Health Care,Medical/Dental Instruments
MDWD,MediWound Ltd.,5.05,$136.59M,Consumer Durables,Specialty Chemicals
MEDP,"Medpace Holdings, Inc.",36.58,$1.38B,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MEIP,"MEI Pharma, Inc.",2.28,$84.39M,Health Care,Major Pharmaceuticals
MLCO,Melco Resorts & Entertainment Limited,26.5,$13.04B,Consumer Services,Hotels/Resorts
MLNT,"Melinta Therapeutics, Inc.",15.25,$32.03M,Health Care,Major Pharmaceuticals
MLNX,"Mellanox Technologies, Ltd.",58.3,$2.97B,Technology,Semiconductors
MELR,"Melrose Bancorp, Inc.",19.1,$49.67M,Finance,Major Banks
MTSL,MER Telemanagement Solutions Ltd.,2.31,$6.74M,Public Utilities,Telecommunications Equipment
MELI,"MercadoLibre, Inc.",271.18,$11.97B,Miscellaneous,Business Services
MBWM,Mercantile Bank Corporation,35.75,$589.58M,Finance,Major Banks
MERC,Mercer International Inc.,14.3,$929.75M,Basic Industries,Paper
MBIN,Merchants Bancorp,17.77,$493.08M,Finance,Major Banks
MRCY,Mercury Systems Inc,52.34,$2.52B,Capital Goods,Electrical Products
EBSB,"Meridian Bancorp, Inc.",19.75,$1.07B,Finance,Major Banks
MRBK,Meridian Bank,17.98,$108.59M,n/a,n/a
VIVO,Meridian Bioscience Inc.,14.95,$630.94M,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MRDN,"Meridian Waste Solutions, Inc",1.47,$15.63M,Basic Industries,Miscellaneous
MRDNW,"Meridian Waste Solutions, Inc",0.23,n/a,Basic Industries,Miscellaneous
MMSI,"Merit Medical Systems, Inc.",44.1,$2.21B,Health Care,Medical/Dental Instruments
MACK,"Merrimack Pharmaceuticals, Inc.",12.06,$160.8M,Health Care,Major Pharmaceuticals
MRSN,"Mersana Therapeutics, Inc.",18.95,$431.18M,Health Care,Major Pharmaceuticals
MRUS,Merus N.V.,17.13,$332.27M,Health Care,Major Pharmaceuticals
MLAB,"Mesa Laboratories, Inc.",132.17,$499.57M,Capital Goods,Industrial Machinery/Components
MESO,Mesoblast Limited,4.92,$425.64M,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CASH,"Meta Financial Group, Inc.",88.35,$850.16M,Finance,Savings Institutions
MEOH,Methanex Corporation,52.2,$4.38B,Basic Industries,Major Chemicals
MGCD,MGC Diagnostics Corporation,8.8,$39.07M,Health Care,Medical/Dental Instruments
MGEE,MGE Energy Inc.,65.15,$2.26B,Energy,Electric Utilities: Central
MGPI,"MGP Ingredients, Inc.",74.25,$1.24B,Consumer Non-Durables,Beverages (Production/Distribution)
MBOT,Microbot Medical Inc. ,1.15,$44.4M,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MCHP,Microchip Technology Incorporated,90.97,$21.28B,Technology,Semiconductors
MU,"Micron Technology, Inc.",49.67,$57.28B,Technology,Semiconductors
MICT,"Micronet Enertec Technologies, Inc.",1.4,$11.29M,Capital Goods,Electrical Products
MICTW,"Micronet Enertec Technologies, Inc.",0.0999,n/a,Capital Goods,Electrical Products
MSCC,Microsemi Corporation,55.07,$6.48B,Technology,Semiconductors
MSFT,Microsoft Corporation,83.27,$642.39B,Technology,Computer Software: Prepackaged Software
MSTR,MicroStrategy Incorporated,137.1,$1.57B,Technology,Computer Software: Prepackaged Software
MVIS,"Microvision, Inc.",1.7,$133.61M,Capital Goods,Industrial Machinery/Components
RNMC,Mid Cap US Equity Select ETF,21.1999,$2.12M,n/a,n/a
MPB,Mid Penn Bancorp,31.5,$133.58M,Finance,Major Banks
MTP,Midatech Pharma PLC,1.36,$33.13M,Health Care,Major Pharmaceuticals
MCEP,"Mid-Con Energy Partners, LP",1,$30.09M,Energy,Oil & Gas Production
MBCN,Middlefield Banc Corp.,45.6,$146.59M,Finance,Major Banks
MSEX,Middlesex Water Company,44.02,$719.55M,Public Utilities,Water Supply
MSBI,"Midland States Bancorp, Inc.",31.39,$599.51M,Finance,Major Banks
MOFG,"MidWestOne Financial Group, Inc.",34.91,$426.57M,Finance,Major Banks
MIME,Mimecast Limited,30.48,$1.75B,Technology,Computer Software: Prepackaged Software
MDXG,"MiMedx Group, Inc",11.1,$1.23B,Health Care,Medical/Dental Instruments
MNDO,MIND C.T.I. Ltd.,2.71,$52.28M,Technology,EDP Services
MB,"MINDBODY, Inc.",34.7,$1.62B,Technology,EDP Services
NERV,"Minerva Neurosciences, Inc",5.35,$207.05M,Health Care,Major Pharmaceuticals
MGEN,"Miragen Therapeutics, Inc.",7.94,$177.14M,Health Care,Medical Specialities
MRTX,"Mirati Therapeutics, Inc.",17.5,$442.77M,Health Care,Major Pharmaceuticals
MSON,"MISONIX, Inc.",10.75,$100.68M,Capital Goods,Medical Specialities
MIND,"Mitcham Industries, Inc.",3.79,$45.82M,Technology,Diversified Commercial Services
MINDP,"Mitcham Industries, Inc.",22.7388,n/a,Technology,Diversified Commercial Services
MITK,"Mitek Systems, Inc.",9.65,$329.74M,Technology,Computer peripheral equipment
MITL,Mitel Networks Corporation,7.73,$927.68M,Technology,Radio And Television Broadcasting And Communications Equipment
MKSI,"MKS Instruments, Inc.",105.55,$5.73B,Capital Goods,Industrial Machinery/Components
MMAC,"MMA Capital Management, LLC",26,$151.18M,Finance,Real Estate
MINI,"Mobile Mini, Inc.",34.3,$1.52B,Capital Goods,Metal Fabrications
MOBL,"MobileIron, Inc.",3.9,$374.62M,Technology,Computer Software: Prepackaged Software
MMDM,Modern Media Acquisition Corp.,9.76,$252.54M,Finance,Business Services
MMDMR,Modern Media Acquisition Corp.,0.365,n/a,Finance,Business Services
MMDMU,Modern Media Acquisition Corp.,10.43,n/a,Finance,Business Services
MMDMW,Modern Media Acquisition Corp.,0.48,n/a,Finance,Business Services
MLNK,"ModusLink Global Solutions, Inc",1.71,$95M,Miscellaneous,Business Services
MTEM,"Molecular Templates, Inc.",8.53,$229.42M,Health Care,Major Pharmaceuticals
MBRX,"Moleculin Biotech, Inc.",1.75,$36.99M,Health Care,Major Pharmaceuticals
MNTA,"Momenta Pharmaceuticals, Inc.",13.8,$1.05B,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MOMO,Momo Inc.,32.13,$6.36B,Technology,Computer Software: Prepackaged Software
MCRI,"Monarch Casino & Resort, Inc.",47.37,$838.47M,Consumer Services,Hotels/Resorts
MDLZ,"Mondelez International, Inc.",42.145,$62.98B,Consumer Non-Durables,Packaged Foods
MGI,"Moneygram International, Inc.",14.58,$790.69M,Miscellaneous,Business Services
MDB,"MongoDB, Inc.",29.9,$1.46B,Technology,Computer Software: Prepackaged Software
MPWR,"Monolithic Power Systems, Inc.",125.54,$5.21B,Technology,Semiconductors
TYPE,Monotype Imaging Holdings Inc.,25.4,$1.06B,Technology,EDP Services
MNRO,"Monro, Inc. ",48.65,$1.59B,Consumer Services,Automotive Aftermarket
MRCC,Monroe Capital Corporation,14.58,$295.1M,n/a,n/a
MNST,Monster Beverage Corporation,61.76,$34.83B,Consumer Non-Durables,Beverages (Production/Distribution)
MSDI,"Monster Digital, Inc.",0.6673,$6.29M,Technology,Electronic Components
MSDIW,"Monster Digital, Inc.",0.0201,n/a,Technology,Electronic Components
MORN,"Morningstar, Inc.",92,$3.91B,Finance,Investment Managers
MOSY,"MoSys, Inc.",1.33,$10.73M,Technology,Semiconductors
MTFB,Motif Bio plc,8.36,$109.88M,Health Care,Major Pharmaceuticals
MTFBW,Motif Bio plc,3.4068,n/a,Health Care,Major Pharmaceuticals
MPAA,"Motorcar Parts of America, Inc.",24.45,$466.25M,Capital Goods,Auto Parts:O.E.M.
MPVD,Mountain Province Diamonds Inc.,2.8468,$456.19M,Basic Industries,Precious Metals
MOXC,"Moxian, Inc.",2.58,$172.88M,Technology,"Computer Software: Programming, Data Processing"
MSBF,MSB Financial Corp.,18,$103.84M,Finance,Savings Institutions
MTGE,MTGE Investment Corp.,18.45,$844.97M,Consumer Services,Real Estate Investment Trusts
MTGEP,MTGE Investment Corp.,26.299,$52.6M,Consumer Services,Real Estate Investment Trusts
MTSC,MTS Systems Corporation,54.95,$931.71M,Capital Goods,Industrial Machinery/Components
LABL,Multi-Color Corporation,72.8,$1.49B,Miscellaneous,Publishing
MBIO,"Mustang Bio, Inc.",9.02,$236.61M,Health Care,Major Pharmaceuticals
MFSF,MutualFirst Financial Inc.,37.9,$280.06M,Finance,Major Banks
MYSZ,"My Size, Inc.",0.7402,$13.62M,Technology,Computer Software: Prepackaged Software
MYL,Mylan N.V.,37.37,$20.05B,Health Care,Major Pharmaceuticals
MYND,"MYnd Analytics, Inc.",3.77,$15.98M,Health Care,Hospital/Nursing Management
MYNDW,"MYnd Analytics, Inc.",0.63,n/a,Health Care,Hospital/Nursing Management
MYOK,"MyoKardia, Inc.",35.25,$1.26B,Health Care,Major Pharmaceuticals
MYOS,MYOS RENS Technology Inc.,1.44,$9.14M,Health Care,Major Pharmaceuticals
MYRG,"MYR Group, Inc.",34.72,$571.56M,Basic Industries,Water Supply
MYGN,"Myriad Genetics, Inc.",33.25,$2.3B,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NBRV,Nabriva Therapeutics plc,6.41,$235.19M,Health Care,Major Pharmaceuticals
NAKD,Naked Brand Group Inc.,1.5,$15.51M,Consumer Non-Durables,Apparel
NNDM,Nano Dimension Ltd.,3.9,$48.2M,Technology,Electrical Products
NANO,Nanometrics Incorporated,27.56,$705.39M,Capital Goods,Industrial Machinery/Components
NSTG,"NanoString Technologies, Inc.",8.25,$209.41M,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NAOV,"NanoVibronix, Inc.",4.54,$17.14M,Health Care,Industrial Specialties
NH,"NantHealth, Inc.",3.3,$357.49M,Technology,EDP Services
NK,"NantKwest, Inc.",4.98,$395.69M,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NSSC,"NAPCO Security Technologies, Inc.",9.4,$177.18M,Consumer Durables,Telecommunications Equipment
NDAQ,"Nasdaq, Inc.",77.25,$12.84B,Finance,Investment Bankers/Brokers/Service
NTRA,"Natera, Inc.",9.57,$514.57M,Health Care,Medical Specialities
NATH,"Nathan&#39;s Famous, Inc.",96.3,$402.97M,Consumer Services,Restaurants
NAUH,"National American University Holdings, Inc.",1.48,$35.86M,Consumer Services,Other Consumer Services
NKSH,"National Bankshares, Inc.",44,$306.15M,Finance,Major Banks
FIZZ,National Beverage Corp.,105.89,$4.93B,Consumer Non-Durables,Beverages (Production/Distribution)
NCMI,"National CineMedia, Inc.",6,$471.01M,Consumer Services,Advertising
NCOM,National Commerce Corporation,40.55,$599.5M,Finance,Major Banks
NESR,National Energy Services Reunited Corp.,9.904,$283.77M,Finance,Business Services
NESRW,National Energy Services Reunited Corp.,0.7726,n/a,Finance,Business Services
NGHC,National General Holdings Corp,20.23,$2.16B,Finance,Property-Casualty Insurers
NGHCN,National General Holdings Corp,25.5,n/a,Finance,Property-Casualty Insurers
NGHCO,National General Holdings Corp,25.83,n/a,Finance,Property-Casualty Insurers
NGHCP,National General Holdings Corp,25.67,$56.47M,Finance,Property-Casualty Insurers
NGHCZ,National General Holdings Corp,25.7773,n/a,Finance,Property-Casualty Insurers
NHLD,National Holdings Corporation,2.54,$31.59M,Finance,Investment Bankers/Brokers/Service
NHLDW,National Holdings Corporation,0.59,n/a,Finance,Investment Bankers/Brokers/Service
NATI,National Instruments Corporation,44.38,$5.8B,Technology,Computer Software: Prepackaged Software
NRCIA,National Research Corporation,33.25,$814.06M,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NRCIB,National Research Corporation,53.28,$1.3B,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NSEC,"National Security Group, Inc.",13.975,$35.25M,Finance,Life Insurance
EYE,"National Vision Holdings, Inc.",29.99,$2.17B,Health Care,Ophthalmic Goods
NWLI,"National Western Life Group, Inc.",344.05,$1.25B,Finance,Life Insurance
NAII,"Natural Alternatives International, Inc.",10.15,$75.4M,Consumer Durables,Specialty Chemicals
NHTC,Natural Health Trends Corp.,18.17,$206.08M,Consumer Durables,Consumer Specialties
NATR,"Nature&#39;s Sunshine Products, Inc.",12.6,$238.16M,Health Care,Major Pharmaceuticals
BABY,Natus Medical Incorporated,39.85,$1.24B,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ISM,Navient Corporation,25.02,n/a,Finance,Finance: Consumer Services
JSM,Navient Corporation,24.08,n/a,Finance,Finance: Consumer Services
NAVI,Navient Corporation,12.34,$3.25B,Finance,Investment Bankers/Brokers/Service
NBTB,NBT Bancorp Inc.,37.61,$1.64B,Finance,Major Banks
NCSM,"NCS Multistage Holdings, Inc.",16.78,$736.84M,Energy,Oilfield Services/Equipment
NKTR,Nektar Therapeutics,52.6,$8.28B,Health Care,Major Pharmaceuticals
NEOG,Neogen Corporation,83.27,$3.18B,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEO,"NeoGenomics, Inc.",9.19,$738.96M,Health Care,Precision Instruments
NEON,Neonode Inc.,0.8961,$52.51M,Capital Goods,Industrial Machinery/Components
NEOS,"Neos Therapeutics, Inc.",9.7,$281.27M,Health Care,Major Pharmaceuticals
NEOT,"Neothetics, Inc.",1.4502,$20.09M,Health Care,Major Pharmaceuticals
NVCN,Neovasc Inc.,0.8363,$66M,Health Care,Medical/Dental Instruments
NEPT,Neptune Technologies & Bioresources Inc,1.35,$106.15M,Health Care,Major Pharmaceuticals
UEPS,"Net 1 UEPS Technologies, Inc.",10.95,$623.36M,Finance,Investment Bankers/Brokers/Service
NETE,"Net Element, Inc.",5.14,$12.62M,Technology,EDP Services
NTAP,"NetApp, Inc.",56.46,$15.23B,Technology,Electronic Components
NTES,"NetEase, Inc.",344.21,$45.18B,Miscellaneous,Business Services
NFLX,"Netflix, Inc.",195.72,$84.69B,Consumer Services,Consumer Electronics/Video Chains
NTGR,"NETGEAR, Inc.",50.3,$1.58B,Public Utilities,Telecommunications Equipment
NLST,"Netlist, Inc.",0.3171,$22.33M,Technology,Semiconductors
NTCT,"NetScout Systems, Inc.",30.75,$2.68B,Technology,EDP Services
NTWK,NetSol Technologies Inc.,4.1001,$46.47M,Technology,Computer Software: Prepackaged Software
CUR,"Neuralstem, Inc.",1.1,$16.66M,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBIX,"Neurocrine Biosciences, Inc.",71.13,$6.29B,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NURO,"NeuroMetrix, Inc.",1.78,$4.18M,Health Care,Medical/Dental Instruments
